Station Name,Time Period,Avg Daily Entries,December_21_2024,Season
L'Enfant Plaza,AM Peak (Open-9:30am),1.5K,September_04_2024,Fall
King St-Old Town,AM Peak (Open-9:30am),1.5K,September_04_2024,Fall
Judiciary Square,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Innovation Center,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Hyattsville Crossing,AM Peak (Open-9:30am),1.6K,September_04_2024,Fall
Huntington,AM Peak (Open-9:30am),2.6K,September_04_2024,Fall
Herndon,AM Peak (Open-9:30am),0.7K,September_04_2024,Fall
Grosvenor-Strathmore,AM Peak (Open-9:30am),1.8K,September_04_2024,Fall
Greensboro,AM Peak (Open-9:30am),0.3K,September_04_2024,Fall
Greenbelt,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Glenmont,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Georgia Ave-Petworth,AM Peak (Open-9:30am),1.9K,September_04_2024,Fall
Gallery Place,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Friendship Heights,AM Peak (Open-9:30am),1.6K,September_04_2024,Fall
Franconia-Springfield,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Fort Totten,AM Peak (Open-9:30am),3.6K,September_04_2024,Fall
Forest Glen,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Foggy Bottom-GWU,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
Federal Triangle,AM Peak (Open-9:30am),0.1K,September_04_2024,Fall
Federal Center SW,AM Peak (Open-9:30am),0.2K,September_04_2024,Fall
Farragut West,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
Farragut North,AM Peak (Open-9:30am),0.6K,September_04_2024,Fall
Eisenhower Ave,AM Peak (Open-9:30am),0.6K,September_04_2024,Fall
Eastern Market,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
East Falls Church,AM Peak (Open-9:30am),1.8K,September_04_2024,Fall
Dupont Circle,AM Peak (Open-9:30am),2.2K,September_04_2024,Fall
Dunn Loring,AM Peak (Open-9:30am),1.2K,September_04_2024,Fall
Dulles Airport,AM Peak (Open-9:30am),0.3K,September_04_2024,Fall
Downtown Largo,AM Peak (Open-9:30am),1.8K,September_04_2024,Fall
Deanwood,AM Peak (Open-9:30am),0.5K,September_04_2024,Fall
Crystal City,AM Peak (Open-9:30am),1.7K,September_04_2024,Fall
Court House,AM Peak (Open-9:30am),2.0K,September_04_2024,Fall
Congress Heights,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Columbia Heights,AM Peak (Open-9:30am),2.6K,September_04_2024,Fall
College Park-U of Md,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Cleveland Park,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Clarendon,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
Cheverly,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Capitol South,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
Capitol Heights,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Brookland-CUA,AM Peak (Open-9:30am),1.8K,September_04_2024,Fall
Branch Ave,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Braddock Road,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
Bethesda,AM Peak (Open-9:30am),1.9K,September_04_2024,Fall
Benning Road,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Ballston-MU,AM Peak (Open-9:30am),2.7K,September_04_2024,Fall
Ashburn,AM Peak (Open-9:30am),1.2K,September_04_2024,Fall
Arlington Cemetery,AM Peak (Open-9:30am),0.0K,September_04_2024,Fall
Archives,AM Peak (Open-9:30am),0.3K,September_04_2024,Fall
Anacostia,AM Peak (Open-9:30am),1.8K,September_04_2024,Fall
Addison Road,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Woodley Park,Late Night (12am-Close),0.1K,September_21_2024,Fall
Wiehle-Reston East,Late Night (12am-Close),0.0K,September_21_2024,Fall
Wheaton,Late Night (12am-Close),0.0K,September_21_2024,Fall
West Hyattsville,Late Night (12am-Close),0.0K,September_21_2024,Fall
West Falls Church,Late Night (12am-Close),0.0K,September_21_2024,Fall
Waterfront,Late Night (12am-Close),0.2K,September_21_2024,Fall
Virginia Sq-GMU,Late Night (12am-Close),0.0K,September_21_2024,Fall
Vienna,Late Night (12am-Close),0.0K,September_21_2024,Fall
Van Ness-UDC,Late Night (12am-Close),0.0K,September_21_2024,Fall
Van Dorn Street,Late Night (12am-Close),0.0K,September_21_2024,Fall
Union Station,Late Night (12am-Close),0.2K,September_21_2024,Fall
U Street,Late Night (12am-Close),0.4K,September_21_2024,Fall
Tysons,Late Night (12am-Close),0.0K,September_21_2024,Fall
Twinbrook,Late Night (12am-Close),0.0K,September_21_2024,Fall
Tenleytown-AU,Late Night (12am-Close),0.0K,September_21_2024,Fall
Takoma,Late Night (12am-Close),0.0K,September_21_2024,Fall
Suitland,Late Night (12am-Close),0.0K,September_21_2024,Fall
Stadium-Armory,Late Night (12am-Close),0.0K,September_21_2024,Fall
Spring Hill,Late Night (12am-Close),0.0K,September_21_2024,Fall
Southern Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Smithsonian,Late Night (12am-Close),0.1K,September_21_2024,Fall
Silver Spring,Late Night (12am-Close),0.0K,September_21_2024,Fall
Shaw-Howard U,Late Night (12am-Close),0.1K,September_21_2024,Fall
Shady Grove,Late Night (12am-Close),0.0K,September_21_2024,Fall
Rosslyn,Late Night (12am-Close),0.0K,September_21_2024,Fall
Ronald Reagan Washington National Airport,Late Night (12am-Close),0.0K,September_21_2024,Fall
Rockville,Late Night (12am-Close),0.0K,September_21_2024,Fall
Rhode Island Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Reston Town Center,Late Night (12am-Close),0.0K,September_21_2024,Fall
Potomac Yard,Late Night (12am-Close),0.0K,September_21_2024,Fall
Potomac Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Pentagon City,Late Night (12am-Close),0.0K,September_21_2024,Fall
Pentagon,Late Night (12am-Close),0.0K,September_21_2024,Fall
North Bethesda,Late Night (12am-Close),0.0K,September_21_2024,Fall
NoMa-Gallaudet U,Late Night (12am-Close),0.1K,September_21_2024,Fall
New Carrollton,Late Night (12am-Close),0.0K,September_21_2024,Fall
Naylor Road,Late Night (12am-Close),0.0K,September_21_2024,Fall
Navy Yard-Ballpark,Late Night (12am-Close),0.3K,September_21_2024,Fall
Mt Vernon Sq,Late Night (12am-Close),0.1K,September_21_2024,Fall
Morgan Boulevard,Late Night (12am-Close),0.0K,September_21_2024,Fall
Minnesota Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Metro Center,Late Night (12am-Close),0.1K,September_21_2024,Fall
Medical Center,Late Night (12am-Close),0.0K,September_21_2024,Fall
McPherson Sq,Late Night (12am-Close),0.2K,September_21_2024,Fall
McLean,Late Night (12am-Close),0.0K,September_21_2024,Fall
Loudoun Gateway,Late Night (12am-Close),0.0K,September_21_2024,Fall
Landover,Late Night (12am-Close),0.0K,September_21_2024,Fall
L'Enfant Plaza,Late Night (12am-Close),0.8K,September_21_2024,Fall
King St-Old Town,Late Night (12am-Close),0.0K,September_21_2024,Fall
Judiciary Square,Late Night (12am-Close),0.0K,September_21_2024,Fall
Innovation Center,Late Night (12am-Close),0.0K,September_21_2024,Fall
Hyattsville Crossing,Late Night (12am-Close),0.0K,September_21_2024,Fall
Huntington,Late Night (12am-Close),0.0K,September_21_2024,Fall
Herndon,Late Night (12am-Close),0.0K,September_21_2024,Fall
Grosvenor-Strathmore,Late Night (12am-Close),0.0K,September_21_2024,Fall
Greensboro,Late Night (12am-Close),0.0K,September_21_2024,Fall
Greenbelt,Late Night (12am-Close),0.0K,September_21_2024,Fall
Glenmont,Late Night (12am-Close),0.0K,September_21_2024,Fall
Georgia Ave-Petworth,Late Night (12am-Close),0.0K,September_21_2024,Fall
Gallery Place,Late Night (12am-Close),0.2K,September_21_2024,Fall
Friendship Heights,Late Night (12am-Close),0.0K,September_21_2024,Fall
Franconia-Springfield,Late Night (12am-Close),0.0K,September_21_2024,Fall
Fort Totten,Late Night (12am-Close),0.0K,September_21_2024,Fall
Forest Glen,Late Night (12am-Close),0.0K,September_21_2024,Fall
Foggy Bottom-GWU,Late Night (12am-Close),0.2K,September_21_2024,Fall
Federal Triangle,Late Night (12am-Close),0.0K,September_21_2024,Fall
Federal Center SW,Late Night (12am-Close),0.0K,September_21_2024,Fall
Farragut West,Late Night (12am-Close),0.1K,September_21_2024,Fall
Farragut North,Late Night (12am-Close),0.2K,September_21_2024,Fall
Eisenhower Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Eastern Market,Late Night (12am-Close),0.1K,September_21_2024,Fall
East Falls Church,Late Night (12am-Close),0.0K,September_21_2024,Fall
Dupont Circle,Late Night (12am-Close),0.2K,September_21_2024,Fall
Dunn Loring,Late Night (12am-Close),0.0K,September_21_2024,Fall
Dulles Airport,Late Night (12am-Close),0.0K,September_21_2024,Fall
Downtown Largo,Late Night (12am-Close),0.0K,September_21_2024,Fall
Deanwood,Late Night (12am-Close),0.0K,September_21_2024,Fall
Crystal City,Late Night (12am-Close),0.0K,September_21_2024,Fall
Court House,Late Night (12am-Close),0.0K,September_21_2024,Fall
Congress Heights,Late Night (12am-Close),0.0K,September_21_2024,Fall
Columbia Heights,Late Night (12am-Close),0.1K,September_21_2024,Fall
College Park-U of Md,Late Night (12am-Close),0.0K,September_21_2024,Fall
Cleveland Park,Late Night (12am-Close),0.0K,September_21_2024,Fall
Clarendon,Late Night (12am-Close),0.1K,September_21_2024,Fall
Cheverly,Late Night (12am-Close),0.0K,September_21_2024,Fall
Capitol South,Late Night (12am-Close),0.0K,September_21_2024,Fall
Capitol Heights,Late Night (12am-Close),0.0K,September_21_2024,Fall
Brookland-CUA,Late Night (12am-Close),0.0K,September_21_2024,Fall
Branch Ave,Late Night (12am-Close),0.0K,September_21_2024,Fall
Braddock Road,Late Night (12am-Close),0.0K,September_21_2024,Fall
Bethesda,Late Night (12am-Close),0.0K,September_21_2024,Fall
Benning Road,Late Night (12am-Close),0.0K,September_21_2024,Fall
Ballston-MU,Late Night (12am-Close),0.0K,September_21_2024,Fall
Ashburn,Late Night (12am-Close),0.0K,September_21_2024,Fall
Archives,Late Night (12am-Close),0.0K,September_21_2024,Fall
Anacostia,Late Night (12am-Close),0.0K,September_21_2024,Fall
Addison Road,Late Night (12am-Close),0.0K,September_21_2024,Fall
Woodley Park,Evening (7pm-12am),0.5K,September_21_2024,Fall
Wiehle-Reston East,Evening (7pm-12am),0.1K,September_21_2024,Fall
Wheaton,Evening (7pm-12am),0.2K,September_21_2024,Fall
West Hyattsville,Evening (7pm-12am),0.2K,September_21_2024,Fall
West Falls Church,Evening (7pm-12am),0.1K,September_21_2024,Fall
Waterfront,Evening (7pm-12am),1.9K,September_21_2024,Fall
Virginia Sq-GMU,Evening (7pm-12am),0.2K,September_21_2024,Fall
Vienna,Evening (7pm-12am),0.3K,September_21_2024,Fall
Van Ness-UDC,Evening (7pm-12am),0.3K,September_21_2024,Fall
Van Dorn Street,Evening (7pm-12am),0.1K,September_21_2024,Fall
Union Station,Evening (7pm-12am),3.9K,September_21_2024,Fall
U Street,Evening (7pm-12am),1.8K,September_21_2024,Fall
Tysons,Evening (7pm-12am),0.7K,September_21_2024,Fall
Twinbrook,Evening (7pm-12am),0.2K,September_21_2024,Fall
Tenleytown-AU,Evening (7pm-12am),0.6K,September_21_2024,Fall
Takoma,Evening (7pm-12am),0.3K,September_21_2024,Fall
Suitland,Evening (7pm-12am),0.1K,September_21_2024,Fall
Stadium-Armory,Evening (7pm-12am),0.0K,September_21_2024,Fall
Spring Hill,Evening (7pm-12am),0.1K,September_21_2024,Fall
Southern Ave,Evening (7pm-12am),0.2K,September_21_2024,Fall
Smithsonian,Evening (7pm-12am),0.6K,September_21_2024,Fall
Silver Spring,Evening (7pm-12am),0.7K,September_21_2024,Fall
Shaw-Howard U,Evening (7pm-12am),0.6K,September_21_2024,Fall
Shady Grove,Evening (7pm-12am),0.4K,September_21_2024,Fall
Rosslyn,Evening (7pm-12am),0.9K,September_21_2024,Fall
Ronald Reagan Washington National Airport,Evening (7pm-12am),1.2K,September_21_2024,Fall
Rockville,Evening (7pm-12am),0.2K,September_21_2024,Fall
Rhode Island Ave,Evening (7pm-12am),0.6K,September_21_2024,Fall
Reston Town Center,Evening (7pm-12am),0.1K,September_21_2024,Fall
Potomac Yard,Evening (7pm-12am),0.2K,September_21_2024,Fall
Potomac Ave,Evening (7pm-12am),0.0K,September_21_2024,Fall
Pentagon City,Evening (7pm-12am),1.3K,September_21_2024,Fall
Pentagon,Evening (7pm-12am),0.1K,September_21_2024,Fall
North Bethesda,Evening (7pm-12am),0.2K,September_21_2024,Fall
NoMa-Gallaudet U,Evening (7pm-12am),2.4K,September_21_2024,Fall
New Carrollton,Evening (7pm-12am),0.0K,September_21_2024,Fall
Naylor Road,Evening (7pm-12am),0.1K,September_21_2024,Fall
Navy Yard-Ballpark,Evening (7pm-12am),9.7K,September_21_2024,Fall
Mt Vernon Sq,Evening (7pm-12am),0.8K,September_21_2024,Fall
Morgan Boulevard,Evening (7pm-12am),0.0K,September_21_2024,Fall
Minnesota Ave,Evening (7pm-12am),0.0K,September_21_2024,Fall
Metro Center,Evening (7pm-12am),2.4K,September_21_2024,Fall
Medical Center,Evening (7pm-12am),0.1K,September_21_2024,Fall
McPherson Sq,Evening (7pm-12am),0.8K,September_21_2024,Fall
McLean,Evening (7pm-12am),0.2K,September_21_2024,Fall
Loudoun Gateway,Evening (7pm-12am),0.0K,September_21_2024,Fall
Landover,Evening (7pm-12am),0.0K,September_21_2024,Fall
L'Enfant Plaza,Evening (7pm-12am),1.1K,September_21_2024,Fall
King St-Old Town,Evening (7pm-12am),0.7K,September_21_2024,Fall
Judiciary Square,Evening (7pm-12am),0.4K,September_21_2024,Fall
Innovation Center,Evening (7pm-12am),0.1K,September_21_2024,Fall
Hyattsville Crossing,Evening (7pm-12am),0.4K,September_21_2024,Fall
Huntington,Evening (7pm-12am),0.2K,September_21_2024,Fall
Herndon,Evening (7pm-12am),0.1K,September_21_2024,Fall
Grosvenor-Strathmore,Evening (7pm-12am),0.2K,September_21_2024,Fall
Greensboro,Evening (7pm-12am),0.1K,September_21_2024,Fall
Greenbelt,Evening (7pm-12am),0.3K,September_21_2024,Fall
Glenmont,Evening (7pm-12am),0.2K,September_21_2024,Fall
Georgia Ave-Petworth,Evening (7pm-12am),0.5K,September_21_2024,Fall
Gallery Place,Evening (7pm-12am),5.5K,September_21_2024,Fall
Friendship Heights,Evening (7pm-12am),0.5K,September_21_2024,Fall
Franconia-Springfield,Evening (7pm-12am),0.2K,September_21_2024,Fall
Fort Totten,Evening (7pm-12am),0.5K,September_21_2024,Fall
Forest Glen,Evening (7pm-12am),0.1K,September_21_2024,Fall
Foggy Bottom-GWU,Evening (7pm-12am),2.3K,September_21_2024,Fall
Federal Triangle,Evening (7pm-12am),0.2K,September_21_2024,Fall
Federal Center SW,Evening (7pm-12am),0.2K,September_21_2024,Fall
Farragut West,Evening (7pm-12am),0.8K,September_21_2024,Fall
Farragut North,Evening (7pm-12am),1.0K,September_21_2024,Fall
Eisenhower Ave,Evening (7pm-12am),0.1K,September_21_2024,Fall
Eastern Market,Evening (7pm-12am),1.5K,September_21_2024,Fall
East Falls Church,Evening (7pm-12am),0.2K,September_21_2024,Fall
Dupont Circle,Evening (7pm-12am),2.2K,September_21_2024,Fall
Dunn Loring,Evening (7pm-12am),0.2K,September_21_2024,Fall
Dulles Airport,Evening (7pm-12am),0.6K,September_21_2024,Fall
Downtown Largo,Evening (7pm-12am),0.1K,September_21_2024,Fall
Deanwood,Evening (7pm-12am),0.0K,September_21_2024,Fall
Crystal City,Evening (7pm-12am),0.6K,September_21_2024,Fall
Court House,Evening (7pm-12am),0.6K,September_21_2024,Fall
Congress Heights,Evening (7pm-12am),0.1K,September_21_2024,Fall
Columbia Heights,Evening (7pm-12am),1.2K,September_21_2024,Fall
College Park-U of Md,Evening (7pm-12am),0.5K,September_21_2024,Fall
Cleveland Park,Evening (7pm-12am),0.3K,September_21_2024,Fall
Clarendon,Evening (7pm-12am),0.6K,September_21_2024,Fall
Cheverly,Evening (7pm-12am),0.0K,September_21_2024,Fall
Capitol South,Evening (7pm-12am),0.3K,September_21_2024,Fall
Capitol Heights,Evening (7pm-12am),0.0K,September_21_2024,Fall
Brookland-CUA,Evening (7pm-12am),0.6K,September_21_2024,Fall
Branch Ave,Evening (7pm-12am),0.1K,September_21_2024,Fall
Braddock Road,Evening (7pm-12am),0.2K,September_21_2024,Fall
Bethesda,Evening (7pm-12am),0.7K,September_21_2024,Fall
Benning Road,Evening (7pm-12am),0.0K,September_21_2024,Fall
Ballston-MU,Evening (7pm-12am),0.8K,September_21_2024,Fall
Ashburn,Evening (7pm-12am),0.1K,September_21_2024,Fall
Arlington Cemetery,Evening (7pm-12am),0.0K,September_21_2024,Fall
Archives,Evening (7pm-12am),0.6K,September_21_2024,Fall
Anacostia,Evening (7pm-12am),0.3K,September_21_2024,Fall
Addison Road,Evening (7pm-12am),0.3K,September_21_2024,Fall
Woodley Park,PM Peak (3pm-7pm),1.6K,September_21_2024,Fall
Wiehle-Reston East,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Wheaton,PM Peak (3pm-7pm),0.5K,September_21_2024,Fall
West Hyattsville,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
West Falls Church,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Waterfront,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Virginia Sq-GMU,PM Peak (3pm-7pm),0.6K,September_21_2024,Fall
Vienna,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Van Ness-UDC,PM Peak (3pm-7pm),0.7K,September_21_2024,Fall
Van Dorn Street,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Union Station,PM Peak (3pm-7pm),5.4K,September_21_2024,Fall
U Street,PM Peak (3pm-7pm),1.7K,September_21_2024,Fall
Tysons,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Twinbrook,PM Peak (3pm-7pm),0.5K,September_21_2024,Fall
Tenleytown-AU,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Takoma,PM Peak (3pm-7pm),0.7K,September_21_2024,Fall
Suitland,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Stadium-Armory,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
Spring Hill,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Southern Ave,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Smithsonian,PM Peak (3pm-7pm),3.1K,September_21_2024,Fall
Silver Spring,PM Peak (3pm-7pm),1.4K,September_21_2024,Fall
Shaw-Howard U,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Shady Grove,PM Peak (3pm-7pm),1.2K,September_21_2024,Fall
Rosslyn,PM Peak (3pm-7pm),1.6K,September_21_2024,Fall
Ronald Reagan Washington National Airport,PM Peak (3pm-7pm),1.4K,September_21_2024,Fall
Rockville,PM Peak (3pm-7pm),0.6K,September_21_2024,Fall
Rhode Island Ave,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Reston Town Center,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Potomac Yard,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
Potomac Ave,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
Pentagon City,PM Peak (3pm-7pm),2.7K,September_21_2024,Fall
Pentagon,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
North Bethesda,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
NoMa-Gallaudet U,PM Peak (3pm-7pm),3.3K,September_21_2024,Fall
New Carrollton,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
Naylor Road,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Navy Yard-Ballpark,PM Peak (3pm-7pm),2.4K,September_21_2024,Fall
Mt Vernon Sq,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Morgan Boulevard,PM Peak (3pm-7pm),0.1K,September_21_2024,Fall
Minnesota Ave,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
Metro Center,PM Peak (3pm-7pm),3.1K,September_21_2024,Fall
Medical Center,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
McPherson Sq,PM Peak (3pm-7pm),1.2K,September_21_2024,Fall
McLean,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Loudoun Gateway,PM Peak (3pm-7pm),0.1K,September_21_2024,Fall
Landover,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
L'Enfant Plaza,PM Peak (3pm-7pm),2.5K,September_21_2024,Fall
King St-Old Town,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Judiciary Square,PM Peak (3pm-7pm),0.7K,September_21_2024,Fall
Innovation Center,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Hyattsville Crossing,PM Peak (3pm-7pm),0.8K,September_21_2024,Fall
Huntington,PM Peak (3pm-7pm),0.6K,September_21_2024,Fall
Herndon,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Grosvenor-Strathmore,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
Greensboro,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Greenbelt,PM Peak (3pm-7pm),0.9K,September_21_2024,Fall
Glenmont,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
Georgia Ave-Petworth,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Gallery Place,PM Peak (3pm-7pm),3.6K,September_21_2024,Fall
Friendship Heights,PM Peak (3pm-7pm),0.8K,September_21_2024,Fall
Franconia-Springfield,PM Peak (3pm-7pm),0.7K,September_21_2024,Fall
Fort Totten,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Forest Glen,PM Peak (3pm-7pm),0.4K,September_21_2024,Fall
Foggy Bottom-GWU,PM Peak (3pm-7pm),3.8K,September_21_2024,Fall
Federal Triangle,PM Peak (3pm-7pm),0.9K,September_21_2024,Fall
Federal Center SW,PM Peak (3pm-7pm),0.7K,September_21_2024,Fall
Farragut West,PM Peak (3pm-7pm),1.1K,September_21_2024,Fall
Farragut North,PM Peak (3pm-7pm),1.4K,September_21_2024,Fall
Eisenhower Ave,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Eastern Market,PM Peak (3pm-7pm),2.3K,September_21_2024,Fall
East Falls Church,PM Peak (3pm-7pm),0.6K,September_21_2024,Fall
Dupont Circle,PM Peak (3pm-7pm),2.8K,September_21_2024,Fall
Dunn Loring,PM Peak (3pm-7pm),0.3K,September_21_2024,Fall
Dulles Airport,PM Peak (3pm-7pm),0.8K,September_21_2024,Fall
Downtown Largo,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Deanwood,PM Peak (3pm-7pm),0.0K,September_21_2024,Fall
Crystal City,PM Peak (3pm-7pm),1.0K,September_21_2024,Fall
Court House,PM Peak (3pm-7pm),0.9K,September_21_2024,Fall
Congress Heights,PM Peak (3pm-7pm),0.2K,September_21_2024,Fall
Columbia Heights,PM Peak (3pm-7pm),2.2K,September_21_2024,Fall
College Park-U of Md,PM Peak (3pm-7pm),1.2K,September_21_2024,Fall
